purchase_number;articles_found;orders_found;status;file_name;file_path;article_snippets;order_snippets
0360300052825000349;22;567;orders+article;Закупка № 0360300052825000349 Обоснование НМЦК .docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0360300052825000349 Обоснование НМЦК .docx;22: пределена в соответствии с требованиями статьи 22 Закона № 44-ФЗ от 05.04.2013, Методичес | пределена в соответствии с требованиями статьи 22 Закона № 44-ФЗ от 05.04.2013, Методичес;567: инэкономразвития России от 02.10.2013 N 567 и рассчитывается на основе коммерческих | инэкономразвития России от 02.10.2013 N 567 и рассчитывается на основе коммерческих
0372100054625000335;22;567;orders+article;Закупка № 0372100054625000335 Обоснование НМЦК лодка.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372100054625000335 Обоснование НМЦК лодка.docx;22: ализа рынка) (в соответствии с частью 6 статьи 22 Федерального закона № 44-ФЗ метод сопос | Расчет НМЦК (в соответствии с частью 20 статьи 22 Федерального закона № 44-ФЗ – на основа;567: инэкономразвития России от 02.10.2013 № 567, (далее – «Методических рекомендаций»)) | инэкономразвития России от 02.10.2013 № 567, (далее – «Методических рекомендаций»))
0372100054725000035;22;567;orders+article;Закупка № 0372100054725000035 НМЦК Лодка.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372100054725000035 НМЦК Лодка.docx;22: ставимых рыночных цен в соответствии со ст.22 44-ФЗ;567: Минэкономразвития России от 02.10.2013 №567 (см ниже). | Минэкономразвития России от 02.10.2013 №567 по методу сопоставимых рыночных цен (ан
0372200084225000012;22;567;orders+article;Закупка № 0372200084225000012 Приложение_№_2_к_извещению_Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200084225000012 Приложение_№_2_к_извещению_Обоснование_НМЦК.docx;22: за рынка) в соответствии с требованиями статьи 22 Федерального закона от 05.04.2013  № 44;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | В соответствии с п.3.7 Приказа №567 в целях получения ценовой информации в 
0372200084225000018;22;567;orders+article;Закупка № 0372200084225000018 Приложение_№_2_к_извещению_Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200084225000018 Приложение_№_2_к_извещению_Обоснование_НМЦК.docx;22: за рынка) в соответствии с требованиями статьи 22 Федерального закона от 05.04.2013  № 44;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | В соответствии с п.3.7 Приказа №567 в целях получения ценовой информации в 
0372200084225000023;22;567;orders+article;Закупка № 0372200084225000023 Приложение_№_2_к_извещению_Обоснование_НМЦК[1].docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200084225000023 Приложение_№_2_к_извещению_Обоснование_НМЦК[1].docx;22: за рынка) в соответствии с требованиями статьи 22 Федерального закона от 05.04.2013  № 44;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | В соответствии с п.3.7 Приказа №567 в целях получения ценовой информации в 
0372200084225000024;22;567;orders+article;Закупка № 0372200084225000024 Приложение_№_2_к_извещению_Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200084225000024 Приложение_№_2_к_извещению_Обоснование_НМЦК.docx;22: за рынка) в соответствии с требованиями статьи 22 Федерального закона от 05.04.2013  № 44;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | В соответствии с п.3.7 Приказа №567 в целях получения ценовой информации в 
0372200236125000031;22;567;orders+article;Закупка № 0372200236125000031 Приложение_№_2_-_Обоснование_НМЦК[6].docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200236125000031 Приложение_№_2_-_Обоснование_НМЦК[6].docx;22: ее – НМЦК) произведен в соответствии со статьей 22 Федерального закона от 05.04.2013 года ;567: ской Федерации от 02 октября 2013 года №567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац
0372200236125000037;22;567;orders+article;Закупка № 0372200236125000037 Приложение_№_2_-_Обоснование_НМЦК[1].docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200236125000037 Приложение_№_2_-_Обоснование_НМЦК[1].docx;22: ее – НМЦК) произведен в соответствии со статьей 22 Федерального закона от 05.04.2013 года ;567: ской Федерации от 02 октября 2013 года №567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац
0372200243825000007;22;567;orders+article;Закупка № 0372200243825000007 Приложение__№2__-_Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200243825000007 Приложение__№2__-_Обоснование_НМЦК.docx;22: боснована в соответствии с требованиями статьи 22 Закона и методических рекомендаций по п;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении Методических рекомендац
0372200271025000007;22;567;orders+article;Закупка № 0372200271025000007 Обоснование_НМЦК_каноэ_1.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200271025000007 Обоснование_НМЦК_каноэ_1.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац
0372200271025000061;22;567;orders+article;Закупка № 0372200271025000061 Обоснование_НМЦК_лодки.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200271025000061 Обоснование_НМЦК_лодки.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац
0372200271025000062;22;567;orders+article;Закупка № 0372200271025000062 Обоснование_НМЦК_лодки_Экси.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200271025000062 Обоснование_НМЦК_лодки_Экси.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац
0373400006725000026;22;567;orders+article;Закупка № 0373400006725000026 2. Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0373400006725000026 2. Обоснование НМЦК.docx;22: лиза рынка) - в соответствии с частью 6 статьи 22 Федерального закона № 44-ФЗ является пр | В соответствии с частью 20 статьи 22 Федерального закона № 44-ФЗ – на основа;567: инэкономразвития России от 02.10.2013 № 567, (далее – «Методических рекомендаций») 
0373400006725000044;22;567;orders+article;Закупка № 0373400006725000044 2. Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0373400006725000044 2. Обоснование НМЦК.docx;22: лиза рынка) - в соответствии с частью 6 статьи 22 Федерального закона № 44-ФЗ является пр | В соответствии с частью 20 статьи 22 Федерального закона № 44-ФЗ – на основа;567: инэкономразвития России от 02.10.2013 № 567, (далее – «Методических рекомендаций») 
0387200015025000012;22;567;orders+article;Закупка № 0387200015025000012 Обоснование НМЦК.docx.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0387200015025000012 Обоснование НМЦК.docx.docx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567
0816500000625009084;22;;article;Закупка № 0816500000625009084 ОНМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0816500000625009084 ОНМЦК.docx;22: В соответствии с частью 3-5 статьи 22 Федерального закона от 05 апреля 2013 г;
0816500000625009115;22;;article;Закупка № 0816500000625009115 Приложение №2. ОНМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0816500000625009115 Приложение №2. ОНМЦК.docx;22: В соответствии с частью 3-5 статьи 22 Федерального закона от 05 апреля 2013 г;
0817600001225000002;22;567;orders+article;Закупка № 0817600001225000002 Обонование НМЦК_.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0817600001225000002 Обонование НМЦК_.docx;22:           В соответствии с требованиями статьи 22 Федерального закона от 05.04.2013 года ;567:  Минэкономразвития РФ от 02.10.2013 г. №567. Определение НМЦК осуществляется на осн
0834500000125000010;22;567;orders+article;Закупка № 0834500000125000010 НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0834500000125000010 НМЦК.doc;22: зучения рынка в соответствии с частью 6 статьи 22 Федерального закона № 44-ФЗ, а также с ;567: ской Федерации от 2 октября 2013 года № 567), методических рекомендаций по определе
0859200001125004111;;567;orders;Закупка № 0859200001125004111.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0859200001125004111.docx;;567: кономразвития России от 02.10.2013 г. № 567
0860200000825000126;;567;orders;Закупка № 0860200000825000126 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825000126 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац | инэкономразвития России от 02.10.2013 № 567.
0860200000825000640;22;;article;Закупка № 0860200000825000640 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825000640 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;22: ее - НМЦК) определена в соответствии со статьей 22 Федерального закона от 05.04.2013 № 44-;
0860200000825001048;;567;orders;Закупка № 0860200000825001048 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825001048 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац | инэкономразвития России от 02.10.2013 N 567 *** Среднее значение цен определено по 
0860200000825001084;;567;orders;Закупка № 0860200000825001084 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825001084 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац
0860200000825001495;;567;orders;Закупка № 0860200000825001495 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825001495 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац
0860200000825002413;;567;orders;Закупка № 0860200000825002413 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825002413 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методиче-ских рекоменда | инэкономразвития России от 02.10.2013 N 567 *** Среднее значение цен определено по 
0888500000225000136;22;;article;Закупка № 0888500000225000136 1. Обоснование НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0888500000225000136 1. Обоснование НМЦК.doc;22: ны установленные в соответствии с ч. 25 ст. 22 Закона № 44-ФЗ в пп. «в» п. 7 постановл;
